标题,总价（万）,单价,小区,区域,房间数,大小,朝向,建造时间,标签
华林紫薇2房双阳台75平看房有锁,439.0,58800,华林紫微小区,思明,2,74.7,南北,2000,"['南北', '满二年', '近地铁', '绿化率高']"
东南向 二室一厅 简单装修 松柏,455.0,58627,莲坂西小区,思明,2,77.6,东南,1992,"['东南', '近地铁']"
（一降再降）白鹭洲|电梯朝南2房|明厨明卫|大阳台,486.0,70856,非矿大厦,思明,2,68.6,东南,1998,"['东南', '有电梯', '近地铁']"
冠宏花园 吕厝地铁 花园小区 精装修采光好，高层电梯朝南三房,588.0,61066,冠宏花园,湖里,3,96.3,西南,2007,"['西南', '满二年', '近地铁']"
松柏中学旁，乌石浦地铁口，小2房，精装修，345万,345.0,67674,湖北大厦,思明,2,51,西北,2003,"['西北', '满五年', '近地铁']"
金林花园 品质小区 人车分流 3房2厅2卫1阳,528.0,54344,金林花园,思明,3,97.2,南北,2005,"['南北', '满五年', '近地铁']"
莲花吕厝，2001年小区电梯高层南北地铁口台湾街126平,676.0,54250,龙江大厦,思明,3,124.6,东,2018,"['东', '满二年', '近地铁', '车位充足']"
莲花带花园小区 核心 全明户型 中间楼层 朝正南,580.0,73764,鹭江新城(一期),思明,2,78.6,南北,2000,"['南北', '满二年', '近地铁', '车位充足']"
瑞景05年小区 电梯两房 厅带阳台朝南 可改三房 侨福城二期,439.0,48708,侨福城小区(二期),思明,2,90.1,东南,2006,"['东南', '满五年', '近地铁']"
火车站南广场 自然家园附近 电梯 新小区 2房,418.0,50594,东坪安置房小区(一组团),思明,2,82.6,南北,2020,"['南北', '满二年', '近地铁', '次新房']"
莲前西路龙山山庄 经典户型 电梯高层 南北通透,580.0,65537,龙山山庄(一期),思明,3,88.5,南北,1997,"['南北', '满五年', '近地铁']"
卧龙晓城精装两房 拎包入住 南北通透 好户型 双阳台,598.0,62409,卧龙晓城,思明,2,95.8,南北,2003,"['南北', '满五年', '近地铁']"
南北向 三室二厅 高端装修,541.8,49826,中交和美新城(公寓住宅),集美,3,108.7,南北,2017,"['南北', '有电梯', '近地铁', '车位充足']"
正南向 一室二厅 高端装修,779.0,83881,海峡国际社区(二期),思明,1,92.9,南,2011,"['南', '有电梯', '近地铁', '绿化率高']"
万象城旁 双地铁口 禾祥东南北 3房 封闭安静小区 电梯,858.0,68613,罗宾森璀璨新城(二期),思明,3,125.1,南北,2000,"['南北', '满五年', '近地铁', '车位充足']"
禾祥西电梯南北通透精装四房！花园式小区！交通便利！,855.0,62707,五龙大厦,思明,4,136.4,南北,2004,"['南北', '满五年', '近地铁']"
02年地铁口2室2厅 精装修双阳台好房诚意出售,360.0,45709,芙蓉苑,湖里,2,78.8,东,2002,"['东', '近地铁']"
60万婚房装修！吕厝双地铁，三房两卫，全明,580.0,61480,冠宏花园,湖里,3,94.3,南北,2007,"['南北', '有电梯', '近地铁']"
新出！赶紧抢 都卖断货了 鹭江小 两房 钥匙在手,428.0,61716,菡青里18-32号小区,思明,2,69.4,南北,1990,"['南北', '满五年', '近地铁']"
长青北里小区 闹中取静 面积大好增加房间 楼层采光好,516.0,66728,长青北里小区,思明,2,77.3,南,1995,"['南', '满二年', '近地铁']"
忠仑公园旁 莲花 三楼 三面采光 业主诚意置换,530.0,54589,禹洲花园(一期),思明,3,97.1,南北,2001,"['南北', '满五年', '近地铁', '车位充足']"
槟榔95年框架房精装修 满五 住房 南北通透 房东急置换,547.0,71682,槟榔花园,思明,2,76.3,南北,1995,"['南北', '满五年', '近地铁']"
火车站 建发品质 大3房 南北全明 业主急卖 看房有钥匙,577.0,45238,建发花园(二期),思明,3,127.6,南北,2002,"['南北', '满五年', '近地铁']"
模范社区 阳台佳苑 精装大2房 边套全明户型,450.0,75000,阳台佳苑,思明,2,60,西南,1989,"['西南', '满五年', '近地铁']"
文兴东二里中庭3房 中间楼层 随时看房有钥匙,432.0,52294,前埔南区文兴东二里,思明,3,82.6,南北,2000,"['南北', '满五年', '近地铁']"
62.74平 436万 槟榔西里（安平里） 好楼层,436.0,69494,槟榔西里单号区,思明,2,62.7,南北,1988,"['南北', '满五年', '近地铁']"
吕厝地铁口，封闭式小区，高层精装三房,588.0,61066,冠宏花园,湖里,3,96.3,南北,2007,"['南北', '有电梯', '近地铁']"
双地铁口 联发品质一梯一户 厅带阳台朝南 全明户型方正,740.0,63027,宏益大厦,思明,3,117.4,南,2005,"['南', '满五年', '近地铁']"
南北通透，全明大三房，看山，满满的阳光，满五，无土地出让金,448.0,45547,文屏山庄(二期),思明,3,98.4,南北,2004,"['南北', '满五年', '近地铁']"
阳台山公安宿舍 南北通透 采光好 中楼层，交通方便,460.0,66880,阳台山公安宿舍,思明,2,68.8,南北,1995,"['南北', '满二年', '近地铁']"
火车站 封闭小区 电梯2房可轻松改3房 BRT地铁口源昌广场,469.0,61340,源昌广场,思明,2,76.5,西北,2003,"['西北', '满五年', '近地铁', '车位充足']"
店上西里精装3房2厅 商品房免个税 中间楼层,439.0,50385,前埔南小区(店上西里),思明,3,87.1,南北,2000,"['南北', '满五年', '配套成熟']"
东渡地铁口，双狮南，邮轮城中心站，南北通透三房 采光好,425.0,47223,双狮南里,湖里,3,90,南北,1993,"['南北', '满二年', '近地铁']"
金鸡亭西里 两房 满二可以该成三房 全明南北朝向 普装修,398.0,45274,金鸡亭花园小区,思明,2,87.9,南北,1997,"['南北', '满五年', '近地铁']"
莲前 山木清华 电梯2房朝南 空户,498.0,65458,山木清华,思明,2,76.1,南,2003,"['南', '满五年', '配套成熟']"
前埔南区，中间楼层，厅带阳台三房，边套三面采光，诚意出售,458.0,50247,前埔南小区(店上东里),思明,3,91.2,南北,2000,"['南北', '满五年', '配套成熟']"
千禧园 109平 满二 精装修 南北通透 支持置换 以房买房,868.0,79284,千禧园,思明,4,109.5,南北,2002,"['南北', '满二年', '近地铁']"
思明 金鸡亭西里 全明格局三房 诚意出售,428.0,41793,金鸡亭花园小区,思明,3,102.4,南北,1997,"['南北', '满五年', '近地铁']"
朝南 68平 2室1厅 槟榔花园 诚心出售 价格可议,425.0,62363,槟榔花园,思明,2,68.2,南,1993,"['南', '满五年', '近地铁']"
单价5.9万买精装2房1书房 南北通透带大阳台 看房方便,428.0,59470,南普陀路11-33号小区,思明,2,72,南,1998,"['南', '满五年', '近地铁']"
公园小性价比 两房可改三房 湖滨南路 两房朝南 南北向 采,480.0,66788,湖滨南路24-36号小区,思明,2,71.9,南北,1985,"['南北', '满二年', '近地铁']"
楼中 炸 莲花小 和光里 2房 看了才知道 真的好,475.0,65881,和光里小区,思明,2,72.1,南北,1990,"['南北', '满五年', '近地铁']"
香港广场 3室2厅2卫 西北，思北小800以内三房,786.0,76060,假日香港广场,思明,3,103.3,西北,2008,"['西北', '满二年', '近地铁']"
疯了吗！这露台 ！独立使用 莲花广场 大三房 方正 鹭江小,660.0,54344,莲花广场,思明,3,121.5,南北,2000,"['南北', '满二年', '近地铁', '多人关注']"
满五年 东西向 三室二厅 精装修 火车站,758.0,77041,绿家园,思明,3,98.4,东西,2006,"['东西', '近地铁', '绿化率高']"
房东急售 新华城 电梯朝南3房 全盘低总价 实小空户,1228.0,136475,新华城,思明,3,90,南,2009,"['南', '满五年', '近地铁', '车位充足']"
火车站万象城 假日花园小2房 采光好户型方正，业主诚意出售,338.0,71915,假日花园,思明,2,47,西,2002,"['西', '满二年', '近地铁', '多人关注']"
中山路宏辉大厦电梯3房念群惠抽实小售735万元,735.0,75177,宏辉大厦,思明,3,97.8,西北,2005,"['西北', '满二年', '近地铁', '车位充足']"
康乐一小湖里中学 2室1厅 精装修 企业力荐好房诚意出售,320.0,50521,万景花园,湖里,2,63.3,南,2000,"['南', '满五年', '近地铁']"
槟榔西里精装修 2室2厅 房东急置换 诚意买房,535.0,65508,槟榔西里单号区,思明,2,81.7,南北,1989,"['南北', '满五年', '近地铁']"
急售 中间楼层 全明户型 业主诚意出售,439.0,51047,古楼北里,思明,3,86,南北,2000,"['南北', '满五年', '配套成熟']"
源昌君悦山业主自住精装大两房 全明格局,675.0,72016,源昌君悦山,思明,2,93.7,南,2012,"['南', '满五年', '近地铁', '车位充足']"
思明莲前西路 水务宿舍 户型好 南北通透 双阳台,439.0,57013,莲前西路水务宿舍,思明,2,77,南北,1996,"['南北', '满五年', '近地铁']"
全屋定制 边套两面采光 带燃气 精装修三房 18年次新小区,580.0,81829,罗宾森璀璨新城(二期),思明,2,70.9,东,2014,"['东', '满五年', '近地铁', '车位充足']"
急售！ ！高层看湖景！层高3.2米，10米大阳台,800.0,60474,聚祥广场,思明,3,132.3,北,2004,"['北', '有电梯', '近地铁']"
满二 97平 南北通透 3室1厅 中交和美新城(公寓住宅),470.0,48414,中交和美新城(公寓住宅),集美,3,97.1,南北,2020,"['南北', '满二年', '近地铁', '车位充足']"
莲花地铁口 电梯南北通透 精装修 4房2厅2卫 诚意出售,618.0,61261,武汉大厦,思明,4,100.9,南北,1998,"['南北', '满二年', '近地铁']"
松柏宝龙中心 诚意出售89平 出价就卖,539.0,60658,宝龙中心(一期),思明,2,88.9,南,1998,"['南', '满二年', '近地铁', '车位充足']"
地铁换乘站，万象城旁，省优滨东，电梯三房，精装全套，南北通透,628.0,70380,奔马新村,思明,3,89.2,南北,1998,"['南北', '满五年', '近地铁']"
鸿禧花园 临近地铁口 全明户型 低楼层 交通便利 精装修,568.0,63986,鸿禧花园,思明,3,88.8,南北,2006,"['南北', '满二年', '近地铁']"
文灶地铁口BRT沿线 近公园 电梯中高楼层两房 二小一中双十,498.0,78475,建达花园,思明,2,63.5,西北,2004,"['西北', '满二年', '近地铁', '车位充足']"
莲花一村 盈翠大厦 3房2厅 房源采光好业主诚意出售,1150.0,90274,盈翠大厦,思明,3,127.4,南北,2003,"['南北', '满五年', '近地铁', '车位充足']"
新出复式！视野开阔，业主诚意出售，装修保养很好，4房2卫,580.0,59665,中交和美新城(公寓住宅),集美,4,97.2,西南,2016,"['西南', '有电梯', '近地铁', '车位充足']"
闹中取静 花园小区 派华侨双十一中 方正2房,380.0,59985,寿彭路1号小区,思明,2,63.4,南,1987,"['南', '近地铁']"
近地铁口，世纪嘉园，111平全明三房，边套稀.缺户型，急售,488.0,43709,世纪嘉园(东区),湖里,3,111.7,南北,2000,"['南北', '满二年', '近地铁', '车位充足']"
厦成海景花园小区 3室2厅 精装 595万 思明 双十一中,580.0,75033,厦成海景花园,思明,3,77.3,南北,2002,"['南北', '满五年', '近地铁', '绿化率高']"
拎包精装修 东北向 二室二厅 莲坂地铁口,526.0,63466,万禾广场,思明,2,82.9,东北,2004,"['东北', '有电梯', '近地铁']"
莲花嘉益大厦大三房，公园景观，南北通透，业主急售,780.0,56306,嘉益大厦,思明,3,138.5,南北,2005,"['南北', '满五年', '近地铁']"
（大降价！一梯两户）南北通透2房，低公摊，户型方正安静,398.0,67757,泛华大厦,思明,2,58.7,南北,2000,"['南北', '近地铁', '车位充足']"
朝南满满的阳光，挑高楼中楼3房，双倍使用空间，火车站地铁口,416.0,89811,官邸大厦,思明,3,46.3,东南,2005,"['东南', '满五年', '近地铁']"
地铁口，旁！南北通透3房！客厅带阳台朝南！拎包入住！急急,368.0,55033,华成花园,湖里,3,66.9,南北,1994,"['南北', '满五年', '近地铁']"
55平 南北通透 公园 简单装修两房一厅 看房有锁,358.0,64621,美头山路3-28号小区,思明,2,55.4,南北,1980,"['南北', '满五年', '近地铁']"
华昌小区 正规3房 三面采光 南北通透 一梯两户 中心小.学,305.0,35858,华昌路58-70号小区,湖里,3,85.1,南,2000,"['南', '近地铁']"
满五年 南北向 三室二厅 高端装修 槟榔,1020.0,79994,南湖豪苑,思明,3,127.5,南北,2003,"['南北', '有电梯', '近地铁', '车位充足']"
新出，睹家委托，朝南，电梯，精装3房，采光充足，厅带阳台源昌,468.0,64570,源昌广场,思明,3,72.5,南北,2000,"['南北', '满五年', '近地铁', '车位充足']"
满五 厅带阳台朝南 中间楼层 南北向 前埔店上东里 全明,420.0,49412,前埔南小区(店上东里),思明,2,85,南北,2000,"['南北', '满五年', '配套成熟']"
东南向 二室一厅 高端装修,790.0,88269,海峡国际社区(二期),思明,2,89.5,东南,2011,"['东南', '有电梯', '近地铁', '绿化率高']"
康乐新村 前后看中庭 电梯 电梯房 精装修,372.0,52954,康乐新村一期,湖里,2,70.3,南北,1995,"['南北', '满五年', '近地铁']"
前埔南区文兴东二里3室2厅1卫82.76平,426.0,51475,前埔南区文兴东二里,思明,3,82.8,南,1999,"['南', '满五年', '近地铁']"
禾祥西路故宫路斗西路故宫 附近2房出售,408.0,66886,禾祥西路23号小区,思明,2,61,东西,1990,"['东西', '满五年', '近地铁']"
前埔北区一里3室2厅1卫93.1平,470.0,50484,前埔北区一里,思明,3,93.1,南,1999,"['南', '满五年', '近地铁']"
金磊花园 封闭式小区 好楼层 采光通风好佳 好改三房,498.0,60008,金磊花园,思明,2,83,南北,2002,"['南北', '满五年', '配套成熟', '多人关注']"
低总价3房 看湖 价格可谈 一梯2户 满5 康乐新村二期,385.0,49955,康乐新村二期,湖里,3,77.1,南,1998,"['南', '满五年', '近地铁']"
适合多口之家，4房 4房丨万寿新城，中间楼层，地铁仅280米,688.0,79254,万寿新城,思明,4,86.8,南北,2004,"['南北', '满二年', '近地铁', '车位充足']"
闽南万达，黄斤楼层，换房急售，24小时看房，房东诚意谈单,435.0,39074,翔鹭花城(一期),湖里,3,111.3,南,2004,"['南', '满五年', '近地铁']"
优价出售中信惠扬545万近地铁公交，抽签市直属教科院附小,545.0,60522,中信惠扬公寓楼,思明,2,90.1,西北,2001,"['西北', '满五年', '近地铁', '车位充足']"
滨北市政府旁 海湾新城 高层二房朝南 诚意出售,498.0,68814,海湾新城,思明,2,72.4,南,2005,"['南', '满二年', '近地铁']"
故宫小区，原单位宿舍，正规二室南，楼层高层，客厅朝南采光充足,460.0,61228,故宫新城,思明,2,75.1,南北,1993,"['南北', '满五年', '近地铁', '车位充足']"
海峡 好房源 保养好 拎包入住 总价低,758.0,84892,海峡国际社区(二期),思明,1,89.3,西北,2011,"['西北', '有电梯', '近地铁', '绿化率高']"
万寿苑 2室1厅 东南,488.0,68733,万寿苑,思明,2,71,南北,1995,"['南北', '满五年', '近地铁']"
厦禾路 官邸大厦 火车站旁 复式楼中楼 电梯高层诚售,395.0,79270,官邸大厦,思明,2,49.8,北,2005,"['北', '满五年', '近地铁']"
带15平储物间 满五 拎包入住 送全屋家具电 北区二里,408.0,52919,前埔北区二里,思明,2,77.1,南北,2000,"['南北', '满五年', '近地铁']"
30万婚房，小3房 槟榔西里，明厨明卫,478.0,76273,槟榔西里单号区,思明,3,62.7,东北,1989,"['东北', '满五年', '近地铁']"
江头双地铁电梯南北通透大 4室3厅 精装修厅朝南拎包入住,688.0,54306,嘉盛花园(湖里),湖里,4,126.7,南北,2000,"['南北', '满五年', '近地铁', '绿化率高']"
禾祥东建发品质小区值得拥有 双中庭 南北三房三阳台 南中取静,908.0,67260,鹭腾花园,思明,3,135,南北,2000,"['南北', '满五年', '近地铁', '车位充足']"
大两房 罗宾森璀璨新城边角套 电梯房 看房方便,550.0,77596,罗宾森璀璨新城(二期),思明,2,70.9,东北,2015,"['东北', '满五年', '近地铁', '车位充足']"
大阳台 园南小 抽签实小 百家村 地段佳 三房两厅 全明结构,689.0,69858,百家村路56号小区,思明,3,98.6,南北,1992,"['南北', '满五年', '近地铁']"
